-0.05366628	0.03594209	0.06788479	0.045238405	-0.12932932	0.033531297	-0.075020365	0.014870513	0.04995581	0.056848988	0.040868584	0.0037378585	-0.03535592	-0.007333758	0.060408242	0.05214263
-0.01383937	0.043679133	0.07547887	-0.0125658875	-0.14580348	0.020096192	-0.066673115	-0.00052804284	-0.004691726	0.008553154	0.007363519	-0.031577844	-0.023560531	-0.0032389925	-0.028128972	0.061400004
-0.011265958	0.05589856	-0.0061287726	0.05838743	-0.07557883	0.027551303	-0.02082948	-0.007292124	-0.03605028	0.0840945	0.10683288	-0.057147805	0.008432595	0.040392995	0.036913168	0.059147194
-0.047801018	0.028265174	0.03667477	0.0049618552	-0.045557573	-0.006950399	-0.067062475	0.040830944	-0.01627103	0.099613816	0.004559091	-0.02570193	-0.0109016	0.041381687	-0.0105348965	0.04330188
0.013983929	-0.016804224	0.019636486	0.026066357	-0.07500902	0.01204519	-0.041190997	0.02508071	0.03931356	0.033345483	0.057956327	0.008911476	-0.075890586	-0.045712754	0.086676136	0.057292346
-0.12680171	0.10069926	0.054119337	0.0050180163	-0.031386957	0.028432928	-0.09386382	0.04322526	-0.06361857	0.087343335	0.019215195	0.011536922	-0.045508858	0.012262027	-0.02752982	0.046729617
-0.021813769	0.0047669476	0.1247215	0.047053415	-0.114373766	-0.054403402	-0.07103593	-0.061466783	-0.00709078	0.036935158	0.09772496	0.01703706	-0.07610812	0.021120513	-0.0038132917	-0.036625676
-0.10399403	0.08377071	0.045990124	0.0126632955	-0.113278255	0.028591782	-0.0773862	-0.017275207	-0.023954948	0.09340692	0.023972563	-0.034348734	-0.010863575	0.008471692	0.026800396	-0.052667055
-0.051558487	0.030733163	-0.014551449	0.0784581	-0.07887381	0.05026138	-0.09396839	-0.047491394	0.017495578	0.016679542	0.04229037	-0.048701573	0.062299915	0.027109863	-0.049851246	0.020302746
0.014138866	0.013749163	0.050377727	0.044124715	-0.13116072	0.0420971	-0.028477792	-0.043364026	-0.055986468	-0.038129304	0.074354045	0.009997192	-0.047738917	0.025687277	-0.022944804	0.08793535
-0.018022418	-0.014776782	0.06891531	-0.009822313	-0.14663337	0.069705896	-0.035481703	-0.01829885	0.0934775	0.0039690575	0.006207109	0.052628998	-0.026583385	-0.0056329765	-0.042059917	0.06666437
-0.038242534	-0.05313778	0.09207094	0.017402604	-0.030251717	0.11309532	-0.0944709	0.035786476	0.043559566	0.043260697	0.02892534	0.0079810135	-0.024902917	0.008093534	-0.052303683	-0.03167406
-0.04961423	0.098568484	-0.040045355	-0.040162507	-0.073462546	-0.034767147	-0.06265063	0.027907442	-0.004420032	0.0751344	0.01896147	-0.13536571	-0.028594425	-0.005010869	0.0044698776	0.020635659
0.035543945	0.074846804	0.026546044	-0.017948447	-0.07562309	-0.031518035	-0.11159091	0.002170624	0.022562986	-0.030197352	0.0685038	0.014008073	0.039220463	-0.02796743	0.024271075	-0.10631482
-0.027168632	0.027602922	0.0047222525	0.0969249	-0.17699824	0.036750913	-0.0190124	-0.024271755	0.009698827	0.039457723	0.06686955	-0.080365464	-0.029993827	0.022750264	0.057303805	0.07825949
-0.059698388	0.04296241	0.0065794694	0.011608313	-0.15080194	-0.009335339	-0.05725313	0.045471124	0.04529201	-0.06734085	0.02684315	0.023665372	-0.04611598	0.003106217	-0.013073815	0.089382075
-0.037544783	0.07431757	0.026310245	-0.042783722	-0.09361137	-4.6868195e-06	0.0012755996	-0.052273512	-0.018761924	0.072789006	0.025295867	0.0102691855	0.07856585	-0.017522335	0.0012005941	0.02598352
0.002129745	-0.06755849	0.011953614	-0.023950541	-0.1256235	0.0037394767	-0.06622037	0.0037256521	0.019607507	0.13835661	-0.012970653	-0.053855363	0.07360533	-0.030536637	0.0010170627	0.06236853
